L,R,A,Vbias,result
15,60,20,2.0,False
15,60,25,1.0,False
15,60,25,1.1,False
15,60,25,1.2,False
15,60,25,1.3,False
15,60,25,1.4,False
15,60,25,1.5,False
15,60,25,1.6,False
15,60,25,1.7,False
15,50,15,1.6,False
15,50,15,1.7,False
15,50,15,1.8,False
15,50,15,1.9,False
15,50,15,2.0,False
15,50,20,1.0,False
15,50,20,1.1,False
15,50,20,1.2,False
15,50,20,1.3,False
15,50,20,1.4,False
15,60,5,1.2,True
15,60,5,1.3,True
15,60,5,1.4,True
15,60,5,1.5,False
15,60,5,1.6,False
15,60,5,1.7,False
15,60,5,1.8,False
15,60,5,1.9,False
15,60,5,2.0,False
15,60,10,1.0,False
15,60,15,1.0,False
15,60,15,1.1,False
15,60,15,1.2,True
15,60,15,1.3,True
15,60,15,1.4,False
15,60,15,1.5,False
15,60,15,1.6,False
15,60,15,1.7,False
15,60,15,1.8,False
15,60,15,1.9,False
15,60,10,1.1,False
15,60,10,1.2,True
15,60,10,1.3,True
15,60,10,1.4,False
15,60,10,1.5,False
15,60,10,1.6,False
15,60,10,1.7,False
15,60,10,1.8,False
15,60,10,1.9,False
15,60,10,2.0,False
15,50,20,1.5,False
15,50,20,1.6,False
15,50,20,1.7,False
15,50,20,1.8,False
15,50,20,1.9,False
15,50,20,2.0,False
15,50,25,1.0,False
15,50,25,1.1,False
15,50,25,1.2,False
15,50,25,1.3,False
15,50,25,1.4,False
15,50,25,1.5,False
15,50,25,1.6,False
15,50,25,1.7,False
15,50,25,1.8,False
15,50,25,1.9,False
15,50,25,2.0,False
15,50,30,1.0,False
15,50,30,1.1,False
15,50,30,1.2,False
15,50,30,1.3,False
15,50,30,1.4,False
15,50,30,1.5,False
15,50,30,1.6,False
15,50,30,1.7,False
15,50,30,1.8,False
15,50,30,1.9,False
15,50,30,2.0,False
15,60,5,1.0,False
15,60,5,1.1,True
15,60,25,1.8,False
15,60,25,1.9,False
15,60,25,2.0,False
15,60,30,1.0,False
15,60,30,1.1,False
15,60,30,1.2,False
15,60,30,1.3,False
15,60,30,1.4,False
15,60,30,1.5,False
15,60,30,1.6,False
15,70,5,1.6,True
15,70,5,1.7,False
15,70,5,1.8,False
15,70,5,1.9,False
15,70,5,2.0,False
15,70,10,1.0,False
15,70,10,1.1,False
15,70,10,1.2,True
15,70,10,1.3,True
15,70,10,1.4,True
15,60,30,1.7,False
15,60,30,1.8,False
15,60,30,1.9,False
15,60,30,2.0,False
15,70,5,1.0,False
15,70,5,1.1,False
15,70,5,1.2,True
15,70,5,1.3,True
15,70,5,1.4,True
15,70,5,1.5,True
15,80,5,1.0,False
15,80,5,1.1,False
15,80,5,1.2,True
15,80,5,1.3,True
15,80,5,1.4,True
15,80,5,1.5,True
15,80,5,1.6,True
15,80,5,1.7,True
15,80,5,1.8,False
15,80,5,1.9,False
15,70,30,1.1,False
15,70,30,1.2,False
15,70,30,1.3,False
15,70,30,1.4,False
15,70,30,1.5,False
15,70,30,1.6,False
15,70,30,1.7,False
15,70,30,1.8,False
15,70,30,1.9,False
15,70,30,2.0,False
15,70,20,1.3,True
15,70,20,1.4,True
15,70,20,1.5,False
15,70,20,1.6,False
15,70,20,1.7,False
15,70,20,1.8,False
15,70,20,1.9,False
15,70,20,2.0,False
15,70,25,1.0,False
15,70,25,1.1,False
15,80,5,2.0,False
15,80,10,1.0,False
15,80,10,1.1,False
15,80,10,1.2,True
15,80,10,1.3,True
15,80,10,1.4,True
15,80,10,1.5,True
15,80,10,1.6,True
15,80,10,1.7,True
15,80,10,1.8,False
15,70,10,1.5,True
15,70,10,1.6,False
15,70,10,1.7,False
15,70,10,1.8,False
15,70,10,1.9,False
15,70,10,2.0,False
15,70,15,1.0,False
15,70,15,1.1,False
15,70,15,1.2,True
15,70,15,1.3,True
15,70,15,1.4,True
15,70,15,1.5,False
15,70,15,1.6,False
15,70,15,1.7,False
15,70,15,1.8,False
15,70,15,1.9,False
15,70,15,2.0,False
15,70,20,1.0,False
15,70,20,1.1,False
15,70,20,1.2,False
15,80,10,1.9,False
15,80,10,2.0,False
15,80,15,1.0,False
15,80,15,1.1,False
15,80,15,1.2,False
15,80,15,1.3,True
15,80,15,1.4,True
15,80,15,1.5,True
15,80,15,1.6,True
15,80,15,1.7,False
15,70,25,1.2,False
15,70,25,1.3,False
15,70,25,1.4,False
15,70,25,1.5,False
15,70,25,1.6,False
15,70,25,1.7,False
15,70,25,1.8,False
15,70,25,1.9,False
15,70,25,2.0,False
15,70,30,1.0,False
15,80,15,1.8,False
15,80,15,1.9,False
15,80,15,2.0,False
15,80,20,1.0,False
15,80,20,1.1,False
15,80,20,1.2,False
15,80,20,1.3,False
15,80,20,1.4,True
15,80,20,1.5,True
15,80,20,1.6,False
15,80,20,1.7,False
15,80,20,1.8,False
15,80,20,1.9,False
15,80,20,2.0,False
15,80,25,1.0,False
15,80,25,1.1,False
15,80,25,1.2,False
15,80,25,1.3,False
15,80,25,1.4,False
15,80,25,1.5,False
15,80,30,1.5,False
15,80,30,1.6,False
15,80,30,1.7,False
15,80,30,1.8,False
15,80,30,1.9,False
15,80,30,2.0,False
15,90,5,1.0,False
15,90,5,1.1,False
15,90,5,1.2,True
15,90,5,1.3,True
15,80,25,1.6,False
15,80,25,1.7,False
15,80,25,1.8,False
15,80,25,1.9,False
15,80,25,2.0,False
15,80,30,1.0,False
15,80,30,1.1,False
15,80,30,1.2,False
15,80,30,1.3,False
15,80,30,1.4,False
15,90,5,1.4,True
15,90,5,1.5,True
15,90,5,1.6,True
15,90,5,1.7,True
15,90,5,1.8,True
15,90,5,1.9,True
15,90,5,2.0,False
15,90,10,1.0,False
15,90,10,1.1,False
15,90,10,1.2,True
15,90,15,1.2,False
15,90,15,1.3,True
15,90,15,1.4,True
15,90,15,1.5,True
15,90,15,1.6,True
15,90,15,1.7,True
15,90,15,1.8,False
15,90,15,1.9,False
15,90,15,2.0,False
15,90,20,1.0,False
15,90,10,1.3,True
15,90,10,1.4,True
15,90,10,1.5,True
15,90,10,1.6,True
15,90,10,1.7,True
15,90,10,1.8,True
15,90,10,1.9,False
15,90,10,2.0,False
15,90,15,1.0,False
15,90,15,1.1,False
15,90,25,2.0,False
15,90,30,1.0,False
15,90,30,1.1,False
15,90,30,1.2,False
15,90,30,1.3,False
15,90,30,1.4,False
15,90,30,1.5,False
15,90,30,1.6,False
15,90,30,1.7,False
15,90,30,1.8,False
15,90,20,1.1,False
15,90,20,1.2,False
15,90,20,1.3,False
15,90,20,1.4,False
15,90,20,1.5,True
15,90,20,1.6,True
15,90,20,1.7,True
15,90,20,1.8,False
15,90,20,1.9,False
15,90,20,2.0,False
15,90,25,1.0,False
15,90,25,1.1,False
15,90,25,1.2,False
15,90,25,1.3,False
15,90,25,1.4,False
15,90,25,1.5,False
15,90,25,1.6,False
15,90,25,1.7,False
15,90,25,1.8,False
15,90,25,1.9,False
15,100,5,1.8,True
15,100,5,1.9,True
15,100,5,2.0,False
15,100,10,1.0,False
15,100,10,1.1,False
15,100,10,1.2,True
15,100,10,1.3,True
15,100,10,1.4,True
15,100,10,1.5,True
15,100,10,1.6,True
15,90,30,1.9,False
15,90,30,2.0,False
15,100,5,1.0,False
15,100,5,1.1,False
15,100,5,1.2,True
15,100,5,1.3,True
15,100,5,1.4,True
15,100,5,1.5,True
15,100,5,1.6,True
15,100,5,1.7,True
15,100,10,1.7,True
15,100,10,1.8,True
15,100,10,1.9,True
15,100,10,2.0,False
15,100,15,1.0,False
15,100,15,1.1,False
15,100,15,1.2,False
15,100,15,1.3,True
15,100,15,1.4,True
15,100,15,1.5,True
15,100,15,1.6,True
15,100,15,1.7,True
15,100,15,1.8,True
15,100,15,1.9,True
15,100,15,2.0,False
15,100,20,1.0,False
15,100,20,1.1,False
15,100,20,1.2,False
15,100,20,1.3,False
15,100,20,1.4,False
15,100,25,1.4,False
15,100,25,1.5,False
15,100,25,1.6,False
15,100,25,1.7,False
15,100,25,1.8,False
15,100,25,1.9,False
15,100,25,2.0,False
15,100,30,1.0,False
15,100,30,1.1,False
15,100,30,1.2,False
15,100,20,1.5,True
15,100,20,1.6,True
15,100,20,1.7,True
15,100,20,1.8,True
15,100,20,1.9,False
15,100,20,2.0,False
15,100,25,1.0,False
15,100,25,1.1,False
15,100,25,1.2,False
15,100,25,1.3,False
15,100,30,1.3,False
15,100,30,1.4,False
15,100,30,1.5,False
15,100,30,1.6,False
15,100,30,1.7,False
15,100,30,1.8,False
15,100,30,1.9,False
15,100,30,2.0,False
15,110,5,1.0,False
15,110,5,1.1,False
15,110,5,1.2,True
15,110,5,1.3,True
15,110,5,1.4,True
15,110,5,1.5,True
15,110,5,1.6,True
15,110,5,1.7,True
15,110,5,1.8,True
15,110,5,1.9,True
15,110,5,2.0,False
15,110,10,1.0,False
15,110,10,1.1,False
15,110,10,1.2,False
15,110,10,1.3,True
15,110,10,1.4,True
15,110,10,1.5,True
15,110,10,1.6,True
15,110,10,1.7,True
15,110,10,1.8,True
15,110,10,1.9,True
15,110,10,2.0,False
15,110,15,2.0,False
15,110,20,1.0,False
15,110,20,1.1,False
15,110,20,1.2,False
15,110,20,1.3,False
15,110,20,1.4,False
15,110,20,1.5,False
15,110,20,1.6,True
15,110,20,1.7,True
15,110,20,1.8,True
15,110,15,1.0,False
15,110,15,1.1,False
15,110,15,1.2,False
15,110,15,1.3,False
15,110,15,1.4,True
15,110,15,1.5,True
15,110,15,1.6,True
15,110,15,1.7,True
15,110,15,1.8,True
15,110,15,1.9,True
15,110,30,1.7,False
15,110,30,1.8,False
15,110,30,1.9,False
15,110,30,2.0,False
15,120,5,1.0,False
15,120,5,1.1,False
15,120,5,1.2,True
15,120,5,1.3,True
15,120,5,1.4,True
15,120,5,1.5,True
15,110,20,1.9,True
15,110,20,2.0,False
15,110,25,1.0,False
15,110,25,1.1,False
15,110,25,1.2,False
15,110,25,1.3,False
15,110,25,1.4,False
15,110,25,1.5,False
15,110,25,1.6,False
15,110,25,1.7,False
15,110,25,1.8,False
15,110,25,1.9,True
15,110,25,2.0,False
15,110,30,1.0,False
15,110,30,1.1,False
15,110,30,1.2,False
15,110,30,1.3,False
15,110,30,1.4,False
15,110,30,1.5,False
15,110,30,1.6,False
15,120,5,1.6,True
15,120,5,1.7,True
15,120,5,1.8,True
15,120,5,1.9,True
15,120,5,2.0,False
15,120,10,1.0,False
15,120,10,1.1,False
15,120,10,1.2,False
15,120,10,1.3,True
15,120,10,1.4,True
15,120,10,1.5,True
15,120,10,1.6,True
15,120,10,1.7,True
15,120,10,1.8,True
15,120,10,1.9,True
15,120,10,2.0,False
15,120,15,1.0,False
15,120,15,1.1,False
15,120,15,1.2,False
15,120,15,1.3,False
15,120,15,1.4,True
15,120,15,1.5,True
15,120,15,1.6,True
15,120,15,1.7,True
15,120,15,1.8,True
15,120,15,1.9,True
15,120,15,2.0,False
15,120,20,1.0,False
15,120,20,1.1,False
15,120,20,1.2,False
15,120,20,1.3,False
15,120,20,1.4,False
15,120,20,1.5,False
15,120,20,1.6,True
15,120,20,1.7,True
15,120,20,1.8,True
15,120,20,1.9,True
15,120,20,2.0,False
15,120,25,1.0,False
15,120,25,1.1,False
15,120,25,1.2,False
15,120,25,1.3,False
15,120,25,1.4,False
15,120,25,1.5,False
15,120,25,1.6,False
15,120,25,1.7,False
15,120,25,1.8,False
15,120,25,1.9,True
15,120,25,2.0,False
15,120,30,1.0,False
15,120,30,1.1,False
15,120,30,1.2,False
15,120,30,1.3,False
15,120,30,1.4,False
15,120,30,1.5,False
15,120,30,1.6,False
15,120,30,1.7,False
15,120,30,1.8,False
15,120,30,1.9,False
15,120,30,2.0,False
15,130,5,1.0,False
15,130,5,1.1,False
15,130,5,1.2,False
15,130,5,1.3,True
15,130,5,1.4,True
15,130,5,1.5,True
15,130,5,1.6,True
15,130,5,1.7,True
15,130,5,1.8,True
15,130,5,1.9,True
15,130,10,1.9,True
15,130,10,2.0,False
15,130,15,1.0,False
15,130,15,1.1,False
15,130,15,1.2,False
15,130,15,1.3,False
15,130,15,1.4,True
15,130,15,1.5,True
15,130,15,1.6,True
15,130,15,1.7,True
15,130,15,1.8,True
15,130,15,1.9,True
15,130,15,2.0,False
15,130,20,1.0,False
15,130,20,1.1,False
15,130,20,1.2,False
15,130,20,1.3,False
15,130,20,1.4,False
15,130,20,1.5,False
15,130,20,1.6,False
15,130,5,2.0,False
15,130,10,1.0,False
15,130,10,1.1,False
15,130,10,1.2,False
15,130,10,1.3,True
15,130,10,1.4,True
15,130,10,1.5,True
15,130,10,1.6,True
15,130,10,1.7,True
15,130,10,1.8,True
15,130,20,1.7,True
15,130,20,1.8,True
15,130,20,1.9,True
15,130,20,2.0,False
15,130,25,1.0,False
15,130,25,1.1,False
15,130,25,1.2,False
15,130,25,1.3,False
15,130,25,1.4,False
15,130,25,1.5,False
15,130,25,1.6,False
15,130,25,1.7,False
15,130,25,1.8,False
15,130,25,1.9,False
15,130,25,2.0,False
15,130,30,1.0,False
15,130,30,1.1,False
15,130,30,1.2,False
15,130,30,1.3,False
15,130,30,1.4,False
15,130,30,1.5,False
15,130,30,1.6,False
15,130,30,1.7,False
15,130,30,1.8,False
15,130,30,1.9,False
15,130,30,2.0,False
15,140,5,1.0,False
15,140,5,1.1,False
15,140,5,1.2,False
15,140,5,1.3,True
15,140,5,1.4,True
15,140,5,1.5,True
15,140,5,1.6,True
15,140,5,1.7,True
15,140,5,1.8,True
15,140,5,1.9,True
15,140,5,2.0,False
15,140,10,1.0,False
15,140,10,1.1,False
15,140,10,1.2,False
15,140,10,1.3,True
15,140,10,1.4,True
15,140,10,1.5,True
15,140,10,1.6,True
15,140,10,1.7,True
15,140,10,1.8,True
15,140,10,1.9,True
15,140,10,2.0,False
15,140,15,1.0,False
15,140,15,1.1,False
15,140,15,1.2,False
15,140,15,1.3,False
15,140,15,1.4,True
15,140,15,1.5,True
15,140,15,1.6,True
15,140,15,1.7,True
15,140,15,1.8,True
15,140,15,1.9,True
15,140,15,2.0,False
15,140,20,1.0,False
15,140,20,1.1,False
15,140,20,1.2,False
15,140,20,1.3,False
15,140,20,1.4,False
15,140,20,1.5,False
15,140,20,1.6,False
15,140,20,1.7,True
15,140,20,1.8,True
15,140,20,1.9,True
15,140,20,2.0,False
15,140,25,1.0,False
15,140,25,1.1,False
15,140,25,1.2,False
15,140,25,1.3,False
15,140,25,1.4,False
15,140,25,1.5,False
15,140,25,1.6,False
15,140,25,1.7,False
15,140,25,1.8,False
15,140,25,1.9,False
15,140,25,2.0,False
15,140,30,1.0,False
15,140,30,1.1,False
15,140,30,1.2,False
15,140,30,1.3,False
15,140,30,1.4,False
15,140,30,1.5,False
15,140,30,1.6,False
15,140,30,1.7,False
15,140,30,1.8,False
15,140,30,1.9,False
15,140,30,2.0,False
15,150,5,1.0,False
15,150,5,1.1,False
15,150,5,1.2,False
15,150,5,1.3,True
15,150,5,1.4,True
15,150,5,1.5,True
15,150,5,1.6,True
15,150,5,1.7,True
15,150,5,1.8,True
15,150,5,1.9,True
15,150,5,2.0,False
15,150,10,1.0,False
15,150,10,1.1,False
15,150,10,1.2,False
15,150,10,1.3,True
15,150,10,1.4,True
15,150,10,1.5,True
15,150,10,1.6,True
15,150,10,1.7,True
15,150,10,1.8,True
15,150,10,1.9,True
15,150,10,2.0,False
15,150,15,1.0,False
15,150,15,1.1,False
15,150,15,1.2,False
15,150,15,1.3,False
15,150,15,1.4,False
15,150,15,1.5,True
15,150,15,1.6,True
15,150,15,1.7,True
15,150,15,1.8,True
15,150,15,1.9,True
15,150,15,2.0,False
15,150,20,1.0,False
15,150,20,1.1,False
15,150,20,1.2,False
15,150,20,1.3,False
15,150,20,1.4,False
15,150,20,1.5,False
15,150,20,1.6,False
15,150,20,1.7,False
15,150,20,1.8,True
15,150,20,1.9,True
15,150,20,2.0,False
15,150,25,1.0,False
15,150,25,1.1,False
15,150,25,1.2,False
15,150,25,1.3,False
15,150,25,1.4,False
15,150,25,1.5,False
15,150,25,1.6,False
15,150,25,1.7,False
15,150,25,1.8,False
15,150,25,1.9,False
15,150,25,2.0,False
15,150,30,1.0,False
15,150,30,1.1,False
15,150,30,1.2,False
15,150,30,1.3,False
15,150,30,1.4,False
15,150,30,1.5,False
15,150,30,1.6,False
15,150,30,1.7,False
15,150,30,1.8,False
15,150,30,1.9,False
15,150,30,2.0,False
15,160,5,1.0,False
15,160,5,1.1,False
15,160,5,1.2,False
15,160,5,1.3,True
15,160,5,1.4,True
15,160,5,1.5,True
15,160,5,1.6,True
15,160,5,1.7,True
15,160,5,1.8,True
15,160,5,1.9,True
15,160,5,2.0,False
15,160,10,1.0,False
15,160,10,1.1,False
15,160,10,1.2,False
15,160,10,1.3,True
15,160,10,1.4,True
15,160,10,1.5,True
15,160,10,1.6,True
15,160,10,1.7,True
15,160,10,1.8,True
15,160,10,1.9,True
15,160,10,2.0,False
15,160,15,1.0,False
15,160,15,1.1,False
15,160,15,1.2,False
15,160,15,1.3,False
15,160,15,1.4,False
15,160,15,1.5,True
15,160,15,1.6,True
15,160,15,1.7,True
15,160,15,1.8,True
15,160,15,1.9,True
15,160,20,1.9,True
15,160,20,2.0,False
15,160,25,1.0,False
15,160,25,1.1,False
15,160,25,1.2,False
15,160,25,1.3,False
15,160,25,1.4,False
15,160,25,1.5,False
15,160,25,1.6,False
15,160,25,1.7,False
15,160,15,2.0,False
15,160,20,1.0,False
15,160,20,1.1,False
15,160,20,1.2,False
15,160,20,1.3,False
15,160,20,1.4,False
15,160,20,1.5,False
15,160,20,1.6,False
15,160,20,1.7,False
15,160,20,1.8,True
15,170,5,1.6,True
15,170,5,1.7,True
15,170,5,1.8,True
15,170,5,1.9,True
15,170,5,2.0,False
15,170,10,1.0,False
15,170,10,1.1,False
15,170,10,1.2,False
15,170,10,1.3,False
15,170,10,1.4,True
15,160,25,1.8,False
15,160,25,1.9,False
15,160,25,2.0,False
15,160,30,1.0,False
15,160,30,1.1,False
15,160,30,1.2,False
15,160,30,1.3,False
15,160,30,1.4,False
15,160,30,1.5,False
15,160,30,1.6,False
15,160,30,1.7,False
15,160,30,1.8,False
15,160,30,1.9,False
15,160,30,2.0,False
15,170,5,1.0,False
15,170,5,1.1,False
15,170,5,1.2,False
15,170,5,1.3,True
15,170,5,1.4,True
15,170,5,1.5,True
15,170,10,1.5,True
15,170,10,1.6,True
15,170,10,1.7,True
15,170,10,1.8,True
15,170,10,1.9,True
15,170,10,2.0,False
15,170,15,1.0,False
15,170,15,1.1,False
15,170,15,1.2,False
15,170,15,1.3,False
15,170,15,1.4,False
15,170,15,1.5,True
15,170,15,1.6,True
15,170,15,1.7,True
15,170,15,1.8,True
15,170,15,1.9,True
15,170,15,2.0,False
15,170,20,1.0,False
15,170,20,1.1,False
15,170,20,1.2,False
15,170,20,1.3,False
15,170,20,1.4,False
15,170,20,1.5,False
15,170,20,1.6,False
15,170,20,1.7,False
15,170,20,1.8,True
15,170,20,1.9,True
15,170,20,2.0,False
15,170,25,1.0,False
15,170,25,1.1,False
15,170,25,1.2,False
15,170,25,1.3,False
15,170,25,1.4,False
15,170,25,1.5,False
15,170,25,1.6,False
15,170,25,1.7,False
15,170,25,1.8,False
15,170,25,1.9,False
15,170,25,2.0,False
15,170,30,1.0,False
15,170,30,1.1,False
15,170,30,1.2,False
15,170,30,1.3,False
15,170,30,1.4,False
15,170,30,1.5,False
15,170,30,1.6,False
15,170,30,1.7,False
15,170,30,1.8,False
15,170,30,1.9,False
15,170,30,2.0,False
15,180,5,1.0,False
15,180,5,1.1,False
15,180,5,1.2,False
15,180,5,1.3,True
15,180,5,1.4,True
15,180,5,1.5,True
15,180,5,1.6,True
15,180,5,1.7,True
15,180,5,1.8,True
15,180,5,1.9,True
15,180,5,2.0,False
15,180,10,1.0,False
15,180,10,1.1,False
15,180,10,1.2,False
15,180,10,1.3,False
15,180,10,1.4,True
15,180,10,1.5,True
15,180,10,1.6,True
15,180,10,1.7,True
15,180,10,1.8,True
15,180,15,1.8,True
15,180,15,1.9,True
15,180,15,2.0,False
15,180,20,1.0,False
15,180,20,1.1,False
15,180,20,1.2,False
15,180,20,1.3,False
15,180,20,1.4,False
15,180,20,1.5,False
15,180,20,1.6,False
15,180,20,1.7,False
15,180,20,1.8,False
15,180,20,1.9,True
15,180,20,2.0,False
15,180,25,1.0,False
15,180,25,1.1,False
15,180,25,1.2,False
15,180,25,1.3,False
15,180,25,1.4,False
15,180,25,1.5,False
15,180,10,1.9,True
15,180,10,2.0,False
15,180,15,1.0,False
15,180,15,1.1,False
15,180,15,1.2,False
15,180,15,1.3,False
15,180,15,1.4,False
15,180,15,1.5,True
15,180,15,1.6,True
15,180,15,1.7,True
15,180,25,1.6,False
15,180,25,1.7,False
15,180,25,1.8,False
15,180,25,1.9,False
15,180,25,2.0,False
15,180,30,1.0,False
15,180,30,1.1,False
15,180,30,1.2,False
15,180,30,1.3,False
15,180,30,1.4,False
15,180,30,1.5,False
15,180,30,1.6,False
15,180,30,1.7,False
15,180,30,1.8,False
15,180,30,1.9,False
15,180,30,2.0,False
15,190,5,1.0,False
15,190,5,1.1,False
15,190,5,1.2,False
15,190,5,1.3,True
15,190,5,1.4,True
15,190,5,1.5,True
15,190,5,1.6,True
15,190,5,1.7,True
15,190,5,1.8,True
15,190,5,1.9,True
15,190,5,2.0,False
15,190,10,1.0,False
15,190,10,1.1,False
15,190,10,1.2,False
15,190,10,1.3,False
15,190,10,1.4,True
15,190,10,1.5,True
15,190,10,1.6,True
15,190,10,1.7,True
15,190,10,1.8,True
15,190,10,1.9,True
15,190,10,2.0,False
15,190,15,1.0,False
15,190,15,1.1,False
15,190,15,1.2,False
15,190,15,1.3,False
15,190,15,1.4,False
15,190,15,1.5,False
15,190,15,1.6,True
15,190,15,1.7,True
15,190,15,1.8,True
15,190,15,1.9,True
15,190,15,2.0,False
15,190,20,1.0,False
15,190,20,1.1,False
15,190,20,1.2,False
15,190,20,1.3,False
15,190,20,1.4,False
15,190,20,1.5,False
15,190,20,1.6,False
15,190,20,1.7,False
15,190,20,1.8,False
15,190,20,1.9,True
15,190,20,2.0,False
15,190,25,1.0,False
15,190,25,1.1,False
15,190,25,1.2,False
15,190,25,1.3,False
15,190,25,1.4,False
15,190,25,1.5,False
15,190,25,1.6,False
15,190,25,1.7,False
15,190,25,1.8,False
15,190,25,1.9,False
15,190,25,2.0,False
15,190,30,1.0,False
15,190,30,1.1,False
15,190,30,1.2,False
15,190,30,1.3,False
15,190,30,1.4,False
15,190,30,1.5,False
15,190,30,1.6,False
15,190,30,1.7,False
15,190,30,1.8,False
15,190,30,1.9,False
15,190,30,2.0,False
15,200,5,1.0,False
15,200,5,1.1,False
15,200,5,1.2,False
15,200,5,1.3,True
15,200,5,1.4,True
15,200,5,1.5,True
15,200,5,1.6,True
15,200,5,1.7,True
15,200,5,1.8,True
15,200,5,1.9,True
15,200,5,2.0,False
15,200,10,1.0,False
15,200,10,1.1,False
15,200,10,1.2,False
15,200,10,1.3,False
15,200,10,1.4,True
15,200,10,1.5,True
15,200,10,1.6,True
15,200,20,1.5,False
15,200,20,1.6,False
15,200,20,1.7,False
15,200,20,1.8,False
15,200,20,1.9,True
15,200,20,2.0,False
15,200,25,1.0,False
15,200,25,1.1,False
15,200,25,1.2,False
15,200,25,1.3,False
15,200,25,1.4,False
15,200,25,1.5,False
15,200,25,1.6,False
15,200,25,1.7,False
15,200,25,1.8,False
15,200,25,1.9,False
15,200,25,2.0,False
15,200,30,1.0,False
15,200,30,1.1,False
15,200,30,1.2,False
15,200,15,1.6,True
15,200,15,1.7,True
15,200,15,1.8,True
15,200,15,1.9,True
15,200,15,2.0,False
15,200,20,1.0,False
15,200,20,1.1,False
15,200,20,1.2,False
15,200,20,1.3,False
15,200,20,1.4,False
15,200,10,1.7,True
15,200,10,1.8,True
15,200,10,1.9,True
15,200,10,2.0,False
15,200,15,1.0,False
15,200,15,1.1,False
15,200,15,1.2,False
15,200,15,1.3,False
15,200,15,1.4,False
15,200,15,1.5,False
15,200,30,1.3,False
15,200,30,1.4,False
15,200,30,1.5,False
15,200,30,1.6,False
15,200,30,1.7,False
15,200,30,1.8,False
15,200,30,1.9,False
15,200,30,2.0,False
20,50,5,1.0,False
20,50,5,1.1,True
20,50,15,1.0,False
20,50,15,1.1,False
20,50,15,1.2,False
20,50,15,1.3,False
20,50,15,1.4,False
20,50,15,1.5,False
20,50,15,1.6,False
20,50,15,1.7,False
20,50,15,1.8,False
20,50,15,1.9,False
20,50,5,1.2,False
20,50,5,1.3,False
20,50,5,1.4,False
20,50,5,1.5,False
20,50,5,1.6,False
20,50,5,1.7,False
20,50,5,1.8,False
20,50,5,1.9,False
20,50,5,2.0,False
20,50,10,1.0,False
